326583.7925574408,4128136.219412723
326583.4777324402,4128136.221671393
326583.13485618075,4128136.2113750577
326582.73412681825,4128136.2128210613
326582.41117717396,4128136.208217656
326582.10411241587,4128136.2140159295
326581.8042818953,4128136.226509748
326581.50350593764,4128136.2290328285
326581.1257129444,4128136.224454174
326580.7613679216,4128136.226812512
326580.40316156426,4128136.232928976
326580.0712021464,4128136.2286970834
326579.74809325335,4128136.223542058
326579.4449913335,4128136.227963396
326579.1102726797,4128136.2189784828
326578.79310787073,4128136.229610999
326578.4387298743,4128136.206417426
326578.1041236409,4128136.2100106175
326577.78936458036,4128136.201167793
326577.41533746966,4128136.214271936
326576.9857726452,4128136.222420039
326576.6808157397,4128136.215779513
326576.36692266434,4128136.198778569
326576.04150693375,4128136.196446504
326575.70983301447,4128136.198869083
326575.37215377914,4128136.1825453476
326575.0531746072,4128136.1769350404
326574.7224125874,4128136.173418607
326574.4112610697,4128136.1674613548
326574.0343899693,4128136.1502835522
326573.69344665285,4128136.16196329
326573.3319482805,4128136.1518676654
326573.01382889936,4128136.1449446054
326572.6579361127,4128136.1628538975
326572.2739546733,4128136.1521134926
326571.92608029116,4128136.157461514
326571.5879730538,4128136.1418868094
326571.25020872644,4128136.1357403155
326570.9373935311,4128136.1279675593
326570.5733478352,4128136.130505152
326570.2352243943,4128136.1284362553
326569.92513074825,4128136.145027983
326569.6115720158,4128136.1513310988
326569.3085819334,4128136.146870211
326569.00110536336,4128136.13991209
326568.6852636509,4128136.1359021566
326568.3775221639,4128136.130429586
326568.0636305219,4128136.120644147
326567.7557100705,4128136.0922345878
326567.42060076736,4128136.100093747
326567.07263365225,4128136.1152491947
326566.7449961392,4128136.1055632317
326566.4208366696,4128136.113935876
326566.1006691751,4128136.1151957135
326565.79396202875,4128136.1097018337
326565.47939425404,4128136.1101057986
326565.1692838272,4128136.1187428012
326564.8631409459,4128136.1119422396
326564.47552512924,4128136.0970222624
326564.1689672152,4128136.098740578
326563.84296804795,4128136.0967910686
326563.4842120982,4128136.0834940234
326563.1180985687,4128136.071829285
326562.74736904015,4128136.072840472
326562.36968930555,4128136.0665952642
326561.983491364,4128136.055901196
326561.59101523267,4128136.063282616
326561.29109842953,4128136.043032935
326560.92063998745,4128136.0357133336
