326772.54850219004,4128317.420458356
326772.24852455925,4128317.5256365472
326771.96619682235,4128317.6622709
326771.65359488025,4128317.8289468857
326771.37712044874,4128318.005606483
326771.09169882396,4128318.1713506896
326770.8071968624,4128318.3315257295
326770.5353003227,4128318.4721996575
326770.2631986952,4128318.6101027518
326769.9440838927,4128318.776358403
326769.6622875321,4128318.938697628
326769.3731425804,4128319.0887933816
326769.0846334547,4128319.2768021445
326768.76697085635,4128319.4489480047
326768.47837242455,4128319.604027646
326768.1811747319,4128319.786480855
326767.86793865357,4128319.965380465
326767.6053843214,4128320.1217718744
326767.3051522769,4128320.2646966465
326766.9961477731,4128320.4409187487
326766.6902869876,4128320.611895728
326766.3898142784,4128320.7646308043
326766.1152914018,4128320.9212696487
326765.83657510165,4128321.0609746687
326765.5314709619,4128321.225645863
326765.2110838356,4128321.3947030883
326764.93682092393,4128321.5639169808
326764.6511256385,4128321.723561891
326764.3604625319,4128321.878869364
326764.1041423335,4128322.043642288
326763.82236649434,4128322.1926608966
326763.5300398272,4128322.3461527308
326763.2394698156,4128322.5131136705
326762.9454426718,4128322.6701557823
326762.65690297936,4128322.8137640757
326762.3820769425,4128322.948578661
326762.1015214713,4128323.099422162
326761.82510699815,4128323.228904438
326761.54324212833,4128323.38791527
326761.26108438335,4128323.5613626004
326760.9579482331,4128323.692507285
326760.68090465677,4128323.8416131944
326760.37442882103,4128324.004277882
326760.0955942163,4128324.1382503766
326759.8053414655,4128324.299099703
326759.54379748396,4128324.447145246
326759.2642252889,4128324.566887588
326758.9676354809,4128324.7358231735
